Product ID,Brand,Warranty Years,Material,Release Date,Sustainability Rating
TEC-CO-10001046,Acme,1,Plastic,2018-01-27,A
FUR-FU-10000076,WorkSmart,2,Glass,2019-01-13,B
FUR-FU-10003268,Apex,3,Composite,2013-03-14,B
FUR-FU-10003691,OfficePro,5,Paper,2023-01-02,C
OFF-AR-10003903,OfficePro,3,Fabric,2011-01-27,A
TEC-PH-10003442,WorkSmart,3,Composite,2020-06-06,B
OFF-BI-10004519,Apex,2,Plastic,2016-08-04,B
OFF-EN-10004955,Staples,1,Glass,2023-04-27,A
FUR-TA-10004619,Apex,1,Composite,2023-05-25,B
FUR-BO-10004467,Global,2,Composite,2023-10-07,A
OFF-AR-10002280,WorkSmart,1,Glass,2021-08-31,C
FUR-CH-10001708,Apex,2,Paper,2023-03-22,B
OFF-AR-10000462,Staples,2,Fabric,2011-08-04,B
TEC-PH-10004165,Apex,2,Wood,2012-03-31,A
FUR-FU-10003724,OfficePro,5,Glass,2013-06-01,A
FUR-FU-10003535,Acme,2,Composite,2010-05-04,B
OFF-ST-10003716,OfficePro,1,Wood,2022-02-26,B
TEC-PH-10004586,BizWorks,2,Metal,2015-02-18,A
OFF-BI-10004236,Acme,2,Composite,2011-06-08,A
OFF-AR-10000422,BizWorks,1,Wood,2018-07-21,B
OFF-PA-10002870,Apex,1,Metal,2021-07-26,B
OFF-ST-10000563,Global,2,Paper,2024-05-21,A
OFF-BI-10002854,Apex,5,Fabric,2018-10-04,B
FUR-CH-10001973,Staples,2,Composite,2017-08-17,B
TEC-AC-10000580,Apex,5,Fabric,2015-10-20,B
OFF-AR-10004022,Acme,3,Metal,2013-04-25,B
TEC-AC-10004209,OfficePro,1,Fabric,2012-10-23,B
TEC-AC-10000023,Global,3,Fabric,2021-04-10,A
TEC-PH-10003505,BizWorks,2,Glass,2021-09-01,A
OFF-LA-10000121,Apex,1,Plastic,2011-05-13,B
OFF-BI-10002026,Apex,2,Metal,2022-05-27,B
OFF-PA-10000994,OfficePro,3,Fabric,2017-09-06,B
OFF-BI-10002813,Global,1,Wood,2023-07-04,C
OFF-AR-10004817,WorkSmart,5,Metal,2014-08-21,C
OFF-AR-10001860,BizWorks,3,Plastic,2023-01-11,A
OFF-BI-10004970,Apex,5,Composite,2011-12-26,C
OFF-PA-10002968,Apex,1,Paper,2011-01-11,B
OFF-BI-10004632,WorkSmart,5,Fabric,2022-01-16,A
FUR-BO-10003433,BizWorks,1,Wood,2016-09-18,D
FUR-FU-10002554,Acme,1,Plastic,2020-07-26,C
TEC-PH-10003437,Acme,3,Metal,2014-08-14,D
OFF-AP-10003971,Staples,3,Paper,2023-02-25,A
FUR-CH-10003846,OfficePro,2,Paper,2023-09-22,A
OFF-LA-10001404,Global,2,Fabric,2010-09-14,B
OFF-LA-10001474,Apex,1,Plastic,2022-04-22,B
OFF-PA-10003072,BizWorks,2,Plastic,2019-11-10,A
FUR-FU-10004960,Apex,2,Wood,2010-02-20,C
TEC-AC-10003116,Staples,2,Composite,2011-08-18,B
OFF-AP-10004859,BizWorks,2,Composite,2023-06-15,B
OFF-PA-10002659,BizWorks,5,Glass,2022-12-15,B
OFF-BI-10004139,Apex,2,Composite,2020-08-09,B
OFF-AR-10002818,OfficePro,3,Glass,2019-05-30,A
OFF-AP-10001303,Staples,5,Paper,2012-12-08,D
OFF-ST-10002574,OfficePro,2,Paper,2024-05-04,B
FUR-FU-10004018,Staples,1,Metal,2014-01-16,A
TEC-PH-10002549,Apex,1,Paper,2023-05-03,C
OFF-PA-10004911,Staples,3,Paper,2018-04-09,D
TEC-MA-10002178,Acme,1,Plastic,2014-07-23,C
OFF-AR-10000411,BizWorks,2,Metal,2022-04-20,C
OFF-LA-10000262,Global,1,Plastic,2017-06-23,B
OFF-PA-10000466,Apex,1,Wood,2013-10-27,D
OFF-AR-10003829,WorkSmart,2,Glass,2020-09-02,A
OFF-BI-10001758,Global,5,Glass,2024-04-13,C
OFF-BI-10000136,Apex,2,Wood,2022-08-30,B
OFF-ST-10000649,Global,5,Glass,2023-02-02,A
OFF-PA-10003641,Acme,5,Metal,2021-01-28,B
FUR-CH-10002961,Global,1,Metal,2017-04-14,B
OFF-PA-10004041,Staples,1,Paper,2016-02-12,B
TEC-PH-10001336,Global,3,Glass,2019-02-05,A
TEC-MA-10003183,Apex,3,Wood,2021-06-29,C
TEC-AC-10001314,WorkSmart,2,Fabric,2021-07-20,A
TEC-AC-10004510,WorkSmart,5,Composite,2015-10-03,B
OFF-BI-10000042,OfficePro,1,Paper,2013-07-30,C
FUR-TA-10003008,BizWorks,1,Composite,2014-06-26,B
OFF-AP-10003590,Global,2,Wood,2013-02-14,B
OFF-PA-10000806,WorkSmart,2,Glass,2011-09-08,A
OFF-AR-10000896,Global,1,Glass,2022-09-27,B
TEC-PH-10002310,BizWorks,1,Composite,2021-07-11,D
OFF-ST-10002289,WorkSmart,1,Fabric,2014-04-16,D
OFF-PA-10001289,BizWorks,2,Glass,2012-09-03,C
OFF-FA-10000053,Global,3,Fabric,2023-02-18,A
FUR-FU-10004091,Apex,3,Plastic,2013-08-09,A
OFF-EN-10003001,Global,2,Metal,2016-05-28,A
FUR-TA-10002958,BizWorks,2,Composite,2021-12-05,B
FUR-TA-10001676,Apex,2,Glass,2015-09-28,A
OFF-BI-10000822,Apex,1,Fabric,2024-01-13,A
OFF-PA-10004888,OfficePro,1,Glass,2011-01-14,B
FUR-TA-10002622,WorkSmart,1,Metal,2019-06-28,B
OFF-PA-10000418,Staples,3,Metal,2016-03-21,B
FUR-TA-10001039,Apex,5,Plastic,2012-11-12,D
OFF-AR-10002240,BizWorks,2,Metal,2012-10-04,B
OFF-BI-10002867,WorkSmart,3,Metal,2010-04-20,C
FUR-FU-10003976,Acme,1,Paper,2017-08-03,C
TEC-PH-10002922,Global,2,Wood,2020-08-19,B
OFF-PA-10000501,BizWorks,3,Glass,2017-02-13,A
OFF-AP-10004980,Acme,2,Plastic,2018-11-18,A
TEC-PH-10001750,BizWorks,1,Plastic,2012-10-02,A
OFF-BI-10003708,Global,3,Composite,2023-02-15,B
OFF-BI-10001191,OfficePro,3,Metal,2010-11-02,D
OFF-PA-10003673,BizWorks,3,Composite,2012-08-16,D
OFF-PA-10001639,Apex,3,Paper,2012-08-11,A
TEC-AC-10004975,Staples,5,Fabric,2017-04-22,D
OFF-BI-10004364,Apex,1,Metal,2019-09-09,B
OFF-PA-10001712,Global,1,Fabric,2017-05-01,C
FUR-CH-10004289,BizWorks,1,Wood,2014-06-19,A
TEC-PH-10002564,Staples,1,Paper,2014-11-27,A
OFF-BI-10004876,Apex,2,Metal,2017-02-16,B
TEC-PH-10004348,Staples,2,Composite,2015-05-26,C
OFF-BI-10004352,Global,2,Composite,2010-03-08,A
OFF-BI-10000666,OfficePro,1,Metal,2012-04-14,A
TEC-MA-10000010,OfficePro,5,Glass,2010-07-25,D
OFF-BI-10000977,BizWorks,1,Composite,2017-10-04,D
FUR-TA-10002530,Apex,1,Glass,2021-08-21,A
FUR-FU-10001473,Acme,3,Metal,2014-09-11,C
OFF-BI-10001765,Global,3,Plastic,2014-03-13,B
FUR-CH-10000847,Apex,2,Composite,2018-08-12,B
OFF-PA-10001293,Apex,1,Glass,2018-07-18,B
OFF-AR-10000634,OfficePro,2,Metal,2011-12-09,B
FUR-FU-10004270,BizWorks,1,Metal,2010-06-28,B
OFF-AR-10003770,Staples,1,Glass,2024-02-24,B
OFF-LA-10003121,Global,2,Composite,2024-03-19,B
OFF-PA-10002262,Staples,1,Plastic,2010-04-23,C
OFF-PA-10002464,WorkSmart,1,Composite,2012-01-27,C
OFF-ST-10002214,WorkSmart,2,Metal,2012-06-15,B
OFF-PA-10000130,Global,5,Plastic,2017-11-08,A
TEC-AC-10000865,BizWorks,5,Fabric,2010-06-08,B
OFF-FA-10003021,Acme,2,Wood,2012-02-25,C
TEC-PH-10003580,WorkSmart,1,Composite,2014-12-09,B
TEC-AC-10001109,OfficePro,1,Paper,2015-01-14,B
OFF-PA-10001838,Acme,1,Metal,2018-09-04,A
OFF-ST-10004950,Apex,2,Plastic,2016-04-17,B
OFF-PA-10003823,WorkSmart,2,Glass,2021-03-02,B
TEC-PH-10001300,OfficePro,2,Glass,2014-03-23,D
FUR-TA-10003715,Apex,2,Glass,2021-07-10,B
TEC-MA-10004458,Acme,1,Plastic,2021-12-03,A
OFF-BI-10004965,Global,2,Fabric,2015-11-25,B
OFF-AR-10001419,Apex,1,Composite,2011-07-29,C
OFF-PA-10002586,Staples,2,Paper,2018-04-27,B
OFF-AR-10002221,Global,2,Glass,2013-10-13,B
FUR-FU-10002456,Global,2,Plastic,2013-05-07,B
OFF-FA-10004968,Acme,2,Glass,2016-10-10,C
OFF-PA-10001274,Acme,2,Fabric,2014-02-10,A
OFF-PA-10001125,OfficePro,1,Metal,2012-05-08,B
OFF-ST-10000344,OfficePro,1,Glass,2019-10-15,D
OFF-ST-10003324,Staples,2,Fabric,2020-03-18,D
OFF-ST-10000419,Global,1,Composite,2018-02-13,B
OFF-AP-10001626,BizWorks,2,Glass,2018-09-27,D
FUR-FU-10003981,Staples,3,Fabric,2014-05-16,B
OFF-ST-10001291,Staples,5,Plastic,2014-04-11,B
OFF-AP-10004868,BizWorks,5,Plastic,2016-11-27,B
OFF-LA-10002195,BizWorks,1,Wood,2017-02-12,A
OFF-AR-10001315,BizWorks,5,Fabric,2016-07-19,B
OFF-EN-10003134,Acme,2,Metal,2017-04-29,B
OFF-AR-10001955,Staples,2,Glass,2015-12-24,C
OFF-LA-10001641,Staples,1,Paper,2010-10-04,C
OFF-ST-10001370,Apex,3,Paper,2020-08-18,B
TEC-AC-10003038,BizWorks,1,Composite,2019-11-14,B
OFF-BI-10000088,BizWorks,3,Wood,2015-09-10,A
OFF-AR-10003504,OfficePro,1,Fabric,2021-11-21,B
OFF-EN-10003160,OfficePro,2,Metal,2022-05-04,B
TEC-AC-10003280,Global,2,Wood,2021-03-01,A
TEC-PH-10000169,OfficePro,1,Plastic,2021-05-31,B
OFF-PA-10001526,WorkSmart,1,Composite,2013-01-25,B
OFF-AP-10004336,Global,2,Glass,2023-01-21,C
OFF-PA-10001357,BizWorks,1,Glass,2016-11-28,C
OFF-FA-10000992,Apex,2,Glass,2019-03-25,B
OFF-AR-10001221,OfficePro,2,Fabric,2021-12-31,B
TEC-PH-10004830,Apex,3,Paper,2015-03-24,B
OFF-PA-10004519,OfficePro,2,Metal,2019-08-22,A
FUR-BO-10000362,OfficePro,1,Glass,2021-10-17,A
OFF-PA-10000308,Apex,1,Glass,2022-04-24,A
OFF-SU-10001165,Staples,1,Plastic,2023-01-03,A
FUR-FU-10001488,Staples,5,Wood,2018-07-03,A
OFF-AR-10003251,Staples,3,Glass,2011-05-13,A
OFF-AR-10001044,WorkSmart,1,Composite,2019-10-28,A
OFF-AR-10000823,Staples,1,Wood,2021-06-25,B
OFF-AR-10004456,OfficePro,3,Paper,2016-08-10,D
OFF-BI-10000591,BizWorks,3,Wood,2020-05-28,C
TEC-PH-10000441,Acme,3,Metal,2011-04-08,A
TEC-AC-10004855,Apex,3,Plastic,2017-07-23,B
OFF-AR-10001915,BizWorks,2,Fabric,2019-06-20,C
OFF-ST-10000352,Acme,1,Metal,2010-09-30,A
OFF-PA-10000575,BizWorks,2,Paper,2013-02-24,C
FUR-FU-10002937,WorkSmart,2,Composite,2024-04-04,B
TEC-AC-10003063,Acme,2,Paper,2019-04-13,D
TEC-AC-10002049,Global,2,Paper,2010-01-19,C
FUR-FU-10004415,Staples,1,Wood,2014-06-05,B
OFF-ST-10002011,WorkSmart,1,Composite,2018-09-14,B
TEC-PH-10000038,BizWorks,2,Metal,2021-03-05,A
OFF-PA-10002689,OfficePro,1,Paper,2011-02-16,A
TEC-CO-10001766,Staples,2,Metal,2012-01-12,B
OFF-PA-10004359,Staples,3,Glass,2017-04-25,A
OFF-FA-10001135,Acme,3,Glass,2017-08-11,A
OFF-BI-10004224,Global,2,Glass,2017-03-09,B
TEC-PH-10003357,Staples,2,Fabric,2011-05-30,C
OFF-PA-10004475,BizWorks,1,Wood,2010-07-26,A
OFF-PA-10003001,BizWorks,2,Metal,2012-08-05,A
OFF-FA-10000611,Apex,2,Glass,2016-09-07,B
OFF-BI-10001116,Apex,2,Glass,2015-01-03,B
TEC-PH-10004922,Staples,3,Composite,2019-11-08,A
OFF-BI-10002353,Acme,2,Paper,2015-12-08,D
OFF-FA-10002676,Acme,1,Glass,2014-07-15,B
TEC-AC-10003023,OfficePro,1,Fabric,2011-08-25,B
OFF-PA-10000167,WorkSmart,2,Composite,2011-12-13,A
TEC-PH-10002185,WorkSmart,2,Wood,2023-11-26,B
FUR-FU-10000758,WorkSmart,3,Fabric,2013-04-18,C
TEC-MA-10004679,Global,2,Fabric,2013-10-23,A
OFF-AP-10002495,Acme,2,Fabric,2017-05-20,B
OFF-BI-10002414,OfficePro,2,Paper,2018-12-17,A
TEC-AC-10003133,Apex,2,Glass,2023-06-27,D
TEC-AC-10002006,BizWorks,2,Plastic,2018-07-29,A
OFF-LA-10002381,WorkSmart,2,Fabric,2020-03-19,C
OFF-FA-10001843,Apex,2,Composite,2017-04-20,B
OFF-LA-10003077,Apex,1,Composite,2011-07-04,B
OFF-PA-10003424,Staples,3,Wood,2022-12-25,B
OFF-PA-10004405,Global,1,Metal,2020-11-26,A
FUR-BO-10003965,OfficePro,1,Metal,2013-05-29,B
FUR-FU-10002088,Global,1,Plastic,2020-08-22,B
TEC-AC-10000736,Staples,1,Paper,2020-12-26,A
FUR-BO-10003966,OfficePro,2,Glass,2016-12-24,C
OFF-AP-10000828,OfficePro,1,Paper,2018-10-10,A
OFF-AP-10002906,Acme,1,Glass,2012-04-25,B
OFF-AP-10003860,Global,2,Fabric,2022-06-12,B
FUR-TA-10001307,Global,2,Glass,2010-02-13,A
OFF-PA-10001457,Acme,1,Plastic,2011-10-21,B
OFF-AP-10002082,Apex,2,Wood,2023-03-17,B
TEC-AC-10003590,Staples,3,Wood,2020-10-05,B
OFF-PA-10004355,Global,5,Metal,2017-11-07,B
OFF-PA-10004947,Acme,2,Wood,2024-01-31,A
FUR-TA-10004607,BizWorks,1,Fabric,2019-12-27,C
OFF-PA-10003893,OfficePro,3,Composite,2024-05-05,B
TEC-PH-10001817,WorkSmart,2,Wood,2017-08-14,A
FUR-BO-10000330,BizWorks,1,Plastic,2014-08-19,C
OFF-BI-10001900,Acme,3,Fabric,2016-02-04,A
FUR-BO-10003159,WorkSmart,2,Wood,2018-05-25,A
FUR-FU-10001591,Apex,5,Paper,2015-05-02,B
OFF-LA-10002034,Staples,3,Glass,2013-09-27,C
OFF-BI-10001628,WorkSmart,2,Wood,2018-07-28,D
OFF-ST-10000877,Apex,3,Paper,2022-05-31,C
OFF-AR-10004752,WorkSmart,2,Fabric,2022-05-19,B
OFF-PA-10000675,OfficePro,2,Wood,2012-08-25,B
OFF-PA-10001609,OfficePro,3,Paper,2013-11-05,B
TEC-PH-10001615,OfficePro,2,Composite,2011-05-01,A
TEC-AC-10004568,OfficePro,3,Metal,2014-10-22,D
FUR-CH-10001854,Acme,3,Fabric,2019-12-10,A
OFF-AR-10000475,OfficePro,5,Paper,2018-02-16,B
TEC-PH-10000455,BizWorks,3,Plastic,2014-04-29,C
OFF-PA-10001994,OfficePro,2,Wood,2017-08-27,C
TEC-AC-10002926,BizWorks,1,Paper,2010-02-20,A
TEC-PH-10004897,Acme,3,Glass,2024-02-10,A
FUR-FU-10001196,OfficePro,1,Paper,2014-07-18,B
OFF-PA-10000595,Apex,1,Paper,2021-10-10,B
OFF-LA-10000443,Apex,1,Glass,2017-08-19,B
OFF-LA-10001771,Global,3,Metal,2024-03-17,B
OFF-AP-10001394,Apex,3,Glass,2022-09-03,D
FUR-FU-10002553,Staples,2,Glass,2015-11-26,A
OFF-AP-10004233,Staples,2,Plastic,2021-11-25,B
FUR-CH-10004754,Staples,2,Glass,2021-08-01,B
OFF-PA-10000809,Acme,2,Plastic,2018-08-28,A
FUR-FU-10002878,Apex,2,Composite,2014-06-03,A
TEC-PH-10002624,BizWorks,1,Glass,2017-06-29,D
TEC-PH-10002885,Staples,1,Metal,2011-02-11,C
TEC-PH-10000895,Global,2,Glass,2019-04-03,A
TEC-MA-10000488,Acme,2,Paper,2021-06-29,C
OFF-PA-10003729,Global,2,Fabric,2013-10-16,A
OFF-AP-10001005,Apex,5,Metal,2020-02-13,B
FUR-CH-10000988,OfficePro,1,Glass,2022-04-27,A
FUR-FU-10001986,Global,1,Metal,2023-06-11,C
FUR-FU-10004973,OfficePro,2,Plastic,2017-12-12,A
OFF-ST-10000464,Acme,1,Composite,2014-06-18,B
OFF-PA-10000528,Global,1,Composite,2018-12-07,C
OFF-PA-10003129,Global,1,Metal,2012-10-23,A
OFF-AR-10003631,WorkSmart,2,Metal,2018-03-09,B
OFF-BI-10002133,Acme,1,Glass,2024-01-04,A
TEC-PH-10004959,Acme,3,Wood,2016-02-03,B
FUR-BO-10001918,Staples,2,Paper,2017-12-30,B
FUR-FU-10001617,Apex,1,Plastic,2021-10-25,B
TEC-PH-10002824,Global,3,Paper,2021-09-08,D
OFF-PA-10003309,Global,1,Fabric,2017-08-15,B
OFF-ST-10002554,BizWorks,3,Fabric,2013-11-14,A
OFF-AR-10002067,Acme,5,Composite,2022-08-03,B
FUR-TA-10004175,Acme,1,Plastic,2019-12-28,C
FUR-TA-10004767,Apex,5,Paper,2017-09-09,D
OFF-EN-10002621,Acme,3,Composite,2019-02-14,A
OFF-LA-10003714,OfficePro,5,Fabric,2015-12-19,B
FUR-FU-10001889,OfficePro,2,Metal,2012-03-08,C
OFF-AR-10003723,WorkSmart,1,Plastic,2017-10-17,C
OFF-PA-10000241,OfficePro,3,Plastic,2012-07-18,B
OFF-AR-10001446,OfficePro,1,Paper,2023-03-12,A
OFF-BI-10001359,Apex,1,Glass,2018-06-19,A
OFF-EN-10001749,Global,1,Wood,2016-03-12,A
OFF-BI-10004390,OfficePro,1,Paper,2013-08-26,D
TEC-PH-10004924,WorkSmart,2,Metal,2013-06-28,A
FUR-CH-10000155,Acme,3,Glass,2022-07-20,B
OFF-BI-10001757,OfficePro,5,Glass,2019-07-13,B
FUR-FU-10004093,WorkSmart,1,Glass,2019-02-25,B
FUR-FU-10001037,Apex,5,Metal,2013-05-02,B
OFF-PA-10001878,BizWorks,5,Composite,2014-01-04,B
TEC-MA-10003674,BizWorks,1,Plastic,2022-01-26,B
OFF-LA-10003190,BizWorks,1,Composite,2021-06-06,A
TEC-PH-10001809,Acme,3,Metal,2023-01-23,B
OFF-BI-10003091,WorkSmart,2,Wood,2010-01-14,C
FUR-CH-10003981,OfficePro,3,Plastic,2016-04-12,D
OFF-ST-10002562,Global,3,Metal,2015-08-08,B
TEC-PH-10004345,Acme,2,Wood,2012-11-03,C
TEC-PH-10001198,Acme,1,Paper,2021-04-21,B
OFF-PA-10001972,BizWorks,2,Fabric,2013-12-30,B
TEC-PH-10002483,Global,1,Glass,2010-09-14,D
FUR-BO-10000468,BizWorks,2,Metal,2021-04-22,B
TEC-AC-10001284,Acme,3,Fabric,2021-02-25,A
OFF-BI-10002082,OfficePro,2,Composite,2013-07-07,D
OFF-ST-10001505,BizWorks,5,Fabric,2019-07-20,C
OFF-AR-10004582,BizWorks,2,Metal,2015-12-25,B
TEC-AC-10002842,BizWorks,3,Fabric,2010-12-25,D
OFF-AP-10004785,Acme,2,Glass,2020-05-19,B
TEC-AC-10002217,OfficePro,5,Plastic,2023-04-12,B
OFF-BI-10002954,Global,3,Metal,2018-09-23,B
OFF-AP-10003281,Staples,1,Wood,2022-04-27,A
OFF-SU-10000898,Global,5,Fabric,2013-05-10,B
OFF-BI-10001249,OfficePro,2,Plastic,2016-04-16,A
TEC-AC-10002718,Apex,1,Glass,2010-10-05,A
TEC-PH-10002352,BizWorks,2,Composite,2021-07-09,B
FUR-CH-10003774,Global,3,Composite,2015-06-10,B
OFF-AR-10000127,Apex,2,Glass,2019-09-15,A
TEC-PH-10003811,Apex,1,Fabric,2017-08-25,D
OFF-BI-10002393,OfficePro,3,Composite,2011-01-27,B
FUR-TA-10002855,OfficePro,3,Wood,2012-08-26,A
OFF-EN-10000781,BizWorks,2,Metal,2015-12-31,B
OFF-PA-10002160,Staples,1,Plastic,2024-02-08,C
OFF-AR-10002257,WorkSmart,1,Paper,2016-02-07,B
OFF-FA-10004395,Acme,3,Fabric,2017-03-11,A
OFF-AP-10002534,Global,3,Composite,2017-10-16,A
FUR-BO-10003034,OfficePro,1,Metal,2021-12-13,B
OFF-ST-10000943,Global,1,Paper,2019-01-21,B
OFF-PA-10000533,WorkSmart,1,Wood,2017-02-13,B
OFF-ST-10001172,WorkSmart,3,Composite,2017-05-04,D
OFF-PA-10001661,BizWorks,1,Composite,2021-12-19,A
OFF-BI-10004817,Apex,1,Plastic,2023-04-01,C
FUR-CH-10003833,BizWorks,1,Wood,2010-03-27,D
FUR-FU-10003142,Acme,2,Wood,2018-08-01,D
TEC-AC-10001114,Staples,2,Fabric,2022-04-27,D
OFF-FA-10002975,Global,1,Paper,2016-02-18,C
OFF-ST-10003996,Acme,5,Plastic,2019-03-19,B
OFF-BI-10002571,Staples,1,Fabric,2015-08-08,B
OFF-PA-10000477,Global,1,Plastic,2012-11-20,B
OFF-BI-10004209,Acme,5,Wood,2019-04-25,C
TEC-AC-10002800,OfficePro,2,Plastic,2020-03-18,B
FUR-TA-10003954,Global,2,Plastic,2017-04-23,A
TEC-AC-10003289,Acme,1,Plastic,2010-10-03,A
TEC-PH-10002468,WorkSmart,3,Metal,2022-12-30,C
OFF-PA-10001295,Staples,2,Metal,2021-03-14,C
OFF-LA-10000248,Acme,3,Paper,2013-01-10,B
OFF-FA-10004076,OfficePro,1,Paper,2022-10-26,A
OFF-LA-10004008,BizWorks,2,Glass,2018-01-11,B
OFF-AR-10001177,Global,3,Wood,2010-05-09,A
OFF-BI-10001718,Global,5,Plastic,2021-11-30,B
OFF-AR-10004602,Global,1,Wood,2021-11-05,B
OFF-ST-10000078,OfficePro,3,Metal,2019-10-09,D
OFF-PA-10000357,Staples,1,Plastic,2024-05-23,B
OFF-AR-10004272,Global,2,Fabric,2016-07-30,B
TEC-PH-10001578,Staples,1,Metal,2014-07-06,C
OFF-ST-10003638,Acme,2,Metal,2019-09-27,B
FUR-BO-10002213,WorkSmart,1,Metal,2020-08-27,A
OFF-EN-10003040,WorkSmart,1,Glass,2016-01-03,B
TEC-PH-10000923,Staples,1,Plastic,2015-08-10,D
FUR-FU-10003623,Staples,1,Paper,2018-07-02,B
OFF-AP-10000124,WorkSmart,5,Composite,2021-12-04,B
OFF-AR-10004511,Global,5,Fabric,2015-11-05,D
OFF-PA-10003883,Apex,3,Fabric,2012-04-22,C
TEC-PH-10002807,Apex,1,Wood,2015-05-26,B
FUR-FU-10002364,OfficePro,2,Plastic,2021-12-09,C
OFF-SU-10001664,BizWorks,3,Paper,2020-09-08,D
FUR-TA-10003238,WorkSmart,5,Metal,2019-11-23,D
TEC-PH-10001536,WorkSmart,2,Composite,2011-01-27,D
OFF-AR-10004956,OfficePro,3,Plastic,2016-03-29,B
OFF-AR-10003696,Apex,5,Plastic,2012-06-19,B
OFF-PA-10000551,Acme,3,Glass,2022-10-28,A
OFF-BI-10004506,Global,1,Paper,2016-10-30,B
OFF-PA-10000740,Global,1,Composite,2013-02-26,D
FUR-CH-10002084,Acme,2,Metal,2013-07-18,C
OFF-AP-10000692,Acme,2,Plastic,2011-04-11,B
OFF-AP-10000252,Apex,1,Fabric,2015-12-16,B
FUR-FU-10004748,OfficePro,1,Fabric,2018-11-20,B
FUR-FU-10001473,Acme,3,Composite,2024-02-02,B
OFF-AR-10000538,OfficePro,2,Metal,2011-05-03,C
TEC-PH-10001079,BizWorks,1,Composite,2018-01-17,B
OFF-AP-10003842,Staples,2,Plastic,2017-03-11,A
FUR-CH-10000553,Global,2,Glass,2012-08-07,B
OFF-AR-10003469,Apex,3,Glass,2022-04-29,A
OFF-PA-10003790,Global,1,Fabric,2012-11-15,D
FUR-BO-10002202,Apex,3,Glass,2024-03-30,B
OFF-AP-10002765,Staples,2,Wood,2021-02-27,D
OFF-ST-10003692,Global,1,Composite,2022-03-18,A
TEC-PH-10001051,Staples,3,Glass,2013-10-22,A
OFF-AR-10000817,Apex,1,Wood,2012-12-19,B
OFF-SU-10000952,Acme,1,Wood,2022-09-21,C
FUR-FU-10004597,BizWorks,2,Paper,2014-07-17,B
OFF-BI-10002982,Global,1,Fabric,2022-01-05,A
OFF-PA-10004285,Staples,1,Composite,2014-12-23,A
OFF-AP-10001391,WorkSmart,3,Wood,2010-07-10,B
OFF-PA-10000477,Global,1,Plastic,2011-04-06,A
TEC-PH-10001944,Global,5,Glass,2016-11-26,B
OFF-PA-10001776,Global,2,Paper,2019-07-09,B
TEC-AC-10004145,OfficePro,1,Metal,2017-05-29,A
OFF-PA-10003919,Staples,1,Glass,2021-12-15,A
OFF-PA-10002001,Staples,2,Glass,2013-03-03,A
OFF-PA-10002787,Global,2,Glass,2021-09-06,D
OFF-ST-10003123,Acme,1,Paper,2010-01-28,B
FUR-FU-10000308,Global,1,Metal,2021-08-02,D
TEC-CO-10003763,OfficePro,3,Fabric,2018-02-20,A
FUR-TA-10001866,Apex,1,Composite,2018-04-13,C
OFF-AP-10002222,OfficePro,3,Composite,2023-08-24,A
OFF-PA-10003971,Acme,2,Metal,2013-06-18,B
OFF-AP-10004036,Global,2,Glass,2012-05-05,C
OFF-AP-10002287,Staples,1,Plastic,2021-01-08,C
FUR-TA-10001950,BizWorks,1,Metal,2013-06-05,C
TEC-PH-10001527,WorkSmart,3,Metal,2022-08-10,C
TEC-AC-10003095,Global,1,Composite,2020-08-06,A
TEC-AC-10000358,Acme,1,Wood,2013-08-19,B
OFF-EN-10004147,Staples,2,Plastic,2012-10-22,B
FUR-FU-10001468,OfficePro,1,Composite,2010-12-28,C
OFF-PA-10000380,Apex,2,Paper,2013-05-03,A
OFF-AP-10000026,Apex,3,Metal,2011-08-29,D
OFF-PA-10003936,BizWorks,2,Wood,2014-07-29,B
FUR-FU-10002501,Global,5,Plastic,2023-03-05,B
OFF-AP-10001205,OfficePro,3,Fabric,2016-04-16,A
OFF-PA-10000659,BizWorks,1,Plastic,2016-01-04,B
OFF-BI-10004141,WorkSmart,1,Plastic,2022-03-02,C
OFF-BI-10000632,WorkSmart,2,Glass,2013-07-01,B
TEC-AC-10004864,BizWorks,2,Metal,2011-02-03,D
TEC-MA-10000597,Acme,1,Metal,2015-12-13,C
OFF-PA-10002960,Apex,5,Fabric,2017-09-11,B
OFF-PA-10000919,OfficePro,2,Fabric,2017-04-06,C
OFF-BI-10001553,Global,1,Fabric,2018-01-18,B
OFF-AP-10004540,Staples,2,Composite,2012-04-01,B
FUR-CH-10001714,Global,1,Composite,2023-09-07,A
FUR-FU-10002298,Global,3,Metal,2012-08-02,B
OFF-AR-10000315,OfficePro,2,Metal,2019-07-11,B
OFF-FA-10000936,Apex,1,Fabric,2017-08-11,C
OFF-SU-10004768,OfficePro,1,Composite,2022-02-16,B
OFF-PA-10002581,Staples,3,Wood,2024-01-27,A
FUR-FU-10004848,BizWorks,2,Composite,2022-03-09,B
OFF-AP-10002403,OfficePro,5,Metal,2013-04-11,A
OFF-AR-10003087,Acme,1,Composite,2013-04-27,C
TEC-PH-10000141,Global,1,Metal,2012-04-03,C
TEC-CO-10000971,Apex,1,Fabric,2024-01-09,B
OFF-FA-10001229,WorkSmart,2,Glass,2015-03-12,C
OFF-BI-10002437,Staples,1,Fabric,2021-09-03,B
OFF-PA-10004255,WorkSmart,1,Fabric,2016-08-12,B
OFF-PA-10001184,Global,2,Wood,2011-06-20,A
